family	result_dir	run_status	last_nu_tf	last_re_tf	meta_tf	chi_nu	chi_kappa	tau0	Snu	Sq	policy	nonfinite
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.0/results	86	1.0000000000000000E+003	1.0000000000000000E+003	9.9999997049606850E+002	0.000000000000000	NA	0.5029692830952942	1.988192984362699	1.5711769332036361E-002	Flow odd magic policy = original tau_0 scale	none
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.1_t100_latest/results	86	3.3000000000000000E+001	3.3000000000000000E+001	NA	0.1000000000000000	NA	0.5032992034392157	1.986889693380513	1.7442296516735099E-002	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 3.4000000000000000E+001 absolute itc = 1206651
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.2/results	missing	NA	NA	2.9999999114882053E+002	0.2000000000000000	NA	0.5037116038691177	1.985262980480862	1.9601215443086639E-002	Flow odd magic policy = original tau_0 scale	none
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.2_t100_latest/results	86	1.5000000000000000E+001	1.5000000000000000E+001	NA	0.2000000000000000	NA	0.5037116038691177	1.985262980480862	1.9601215443086639E-002	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 1.6000000000000000E+001 absolute itc = 567836
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.3_t100_latest/results	86	1.4000000000000000E+001	1.4000000000000000E+001	NA	0.3000000000000000	NA	0.5042418329932774	1.983175402294185	2.2370069039048222E-002	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 1.5000000000000000E+001 absolute itc = 532346
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.4/results	87	1.4000000000000000E+001	1.4000000000000000E+001	NA	0.4000000000000000	NA	0.5049488051588237	1.980398784556913	2.6049852462386405E-002	Flow odd magic policy = original tau_0 scale	POPULATION_NONFINITE_ABORT: time_tf = 1.50000052E+01 first_detected = 3 bad_f(i,j,q)/bad_g(i,j,q) = 1 1 0 1 1 0
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.4_t100_latest/results	86	1.4000000000000000E+001	1.4000000000000000E+001	NA	0.4000000000000000	NA	0.5049488051588237	1.980398784556913	2.6049852462386405E-002	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 1.5000000000000000E+001 absolute itc = 532346
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.5_t100_latest/results	86	1.4000000000000000E+001	1.4000000000000000E+001	NA	0.5000000000000000	NA	0.5059385661905884	1.976524556191467	3.1178603153650095E-002	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 1.5000000000000000E+001 absolute itc = 532346
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.6/results	87	1.4000000000000000E+001	1.4000000000000000E+001	NA	0.6000000000000000	NA	0.5074232077382356	1.970741552120474	3.8821952162049089E-002	Flow odd magic policy = original tau_0 scale	POPULATION_NONFINITE_ABORT: time_tf = 1.50000052E+01 first_detected = 3 bad_f(i,j,q)/bad_g(i,j,q) = 1 1 0 1 1 0
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.6_t100_latest/results	86	1.4000000000000000E+001	1.4000000000000000E+001	NA	0.6000000000000000	NA	0.5074232077382356	1.970741552120474	3.8821952162049089E-002	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 1.5000000000000000E+001 absolute itc = 532346
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.7_t100_latest/results	86	1.4000000000000000E+001	1.4000000000000000E+001	NA	0.7000000000000000	NA	0.5098976103176474	1.961178047837951	5.1429835116300560E-002	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 1.5000000000000000E+001 absolute itc = 532346
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.8/results	87	1.4000000000000000E+001	1.4000000000000000E+001	NA	0.8000000000000000	NA	0.5148464154764710	1.942326818133788	7.6165458432268587E-002	Flow odd magic policy = original tau_0 scale	POPULATION_NONFINITE_ABORT: time_tf = 1.50000052E+01 first_detected = 3 bad_f(i,j,q)/bad_g(i,j,q) = 1 1 0 1 1 0
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.8_t100_latest/results	86	1.4000000000000000E+001	1.4000000000000000E+001	NA	0.8000000000000000	NA	0.5148464154764710	1.942326818133788	7.6165458432268587E-002	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 1.5000000000000000E+001 absolute itc = 532346
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.95/results	87	3.0000000000000000E+001	3.0000000000000000E+001	NA	0.9500000000000000	NA	0.5593856619058842	1.787675423415212	0.2734236744616629	Flow odd magic policy = original tau_0 scale	POPULATION_NONFINITE_ABORT: time_tf = 3.09999901E+01 first_detected = 3 bad_f(i,j,q)/bad_g(i,j,q) = 1 1 0 1 1 0
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.95_t100_latest/results	86	3.0000000000000000E+001	3.0000000000000000E+001	NA	0.9500000000000000	NA	0.5593856619058842	1.787675423415212	0.2734236744616629	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 3.1000000000000000E+001 absolute itc = 1100181
FIRST_ORIGINAL	/data2/XLLi/LBMCDE/FLOW-TEST/ORIGINAL/Ra1e10/chinu0.995_t100_latest/results	86	5.4000000000000000E+001	5.4000000000000000E+001	NA	0.9950000000000000	NA	1.093856619058843	0.9141965981431853	1.225891648726560	Flow odd magic policy = original tau_0 scale	NONFINITE_ABORT: statistics at time_tf = 5.5000000000000000E+001 absolute itc = 1951935
